False_Positive_Rate,True_Positive_Rate,Threshold
0.2618357487922705,0.7620320855614974,0.2886965194008742
0.2618357487922705,0.7647058823529411,0.288586737897312
0.26280193236714977,0.7647058823529411,0.28809815187215565
0.26280193236714977,0.7754010695187166,0.27938814278939206
0.2647342995169082,0.7754010695187166,0.27817600469824394
0.2647342995169082,0.7780748663101604,0.27601594368578364
0.2714975845410628,0.7780748663101604,0.27022485755745074
0.2714975845410628,0.7807486631016043,0.26910546638608984
0.27246376811594203,0.7807486631016043,0.26797810268457767
0.27246376811594203,0.7914438502673797,0.2663094154093571
0.2772946859903382,0.7914438502673797,0.26345954189330606
0.2772946859903382,0.7941176470588235,0.2634261141515124
0.28599033816425123,0.7941176470588235,0.25950377332585844
0.28599033816425123,0.7967914438502673,0.2588635541332322
0.28792270531400965,0.7967914438502673,0.25815693156890007
0.28792270531400965,0.7994652406417112,0.2575235353511423
0.293719806763285,0.7994652406417112,0.25478938619852876
0.293719806763285,0.8101604278074866,0.25291653955392973
0.2946859903381642,0.8101604278074866,0.2513084798789164
0.2946859903381642,0.8128342245989305,0.2510146931304846
0.3004830917874396,0.8128342245989305,0.2453836292722685
0.3004830917874396,0.8181818181818182,0.24443717364286763
0.30241545893719807,0.8181818181818182,0.24412355594335602
0.30241545893719807,0.820855614973262,0.24379792120105795
0.30434782608695654,0.820855614973262,0.24350094371248238
0.30434782608695654,0.8262032085561497,0.24223091237341615
0.30917874396135264,0.8262032085561497,0.24017452915331586
0.30917874396135264,0.8288770053475936,0.23945040616767796
0.3159420289855073,0.8288770053475936,0.23066507345238055
0.3159420289855073,0.8368983957219251,0.2263668848131332
0.32367149758454106,0.8368983957219251,0.22009330438018748
0.32367149758454106,0.839572192513369,0.21976013870339073
0.32463768115942027,0.839572192513369,0.21957904325264935
0.32463768115942027,0.8422459893048129,0.21932977277619548
0.32753623188405795,0.8422459893048129,0.21700649044875722
0.32753623188405795,0.8449197860962567,0.2166982480621803
0.3314009661835749,0.8449197860962567,0.21589531098664622
0.3314009661835749,0.8475935828877005,0.21536187437210413
0.3497584541062802,0.8475935828877005,0.20630218418848814
0.3497584541062802,0.8502673796791443,0.20610995794239448
0.3526570048309179,0.8502673796791443,0.2048094369422762
0.3526570048309179,0.8529411764705882,0.2047369856525994
0.3545893719806763,0.8529411764705882,0.20433508376944048
0.3545893719806763,0.8582887700534759,0.20338824044561662
0.35555555555555557,0.8582887700534759,0.20306002490179412
0.35555555555555557,0.8609625668449198,0.20164633779624033
0.357487922705314,0.8609625668449198,0.19920818783302868
0.35845410628019325,0.8636363636363636,0.19795890638279007
0.35845410628019325,0.8663101604278075,0.19743629735551466
0.3642512077294686,0.8663101604278075,0.19371674081027912
0.3642512077294686,0.8689839572192514,0.1927796224445422
0.3690821256038647,0.8689839572192514,0.191220277608503
0.3690821256038647,0.8716577540106952,0.19118801023376766
0.3739130434782609,0.8716577540106952,0.1886735115211622
0.3739130434782609,0.8770053475935828,0.18757534794303443
0.37971014492753624,0.8770053475935828,0.18301417359452274
0.37971014492753624,0.8823529411764706,0.18240571424485574
0.38067632850241545,0.8823529411764706,0.18065135651008793
0.38067632850241545,0.8877005347593583,0.17996605144607064
0.38164251207729466,0.8877005347593583,0.17965866839696373
0.38164251207729466,0.893048128342246,0.17861775919891676
0.38357487922705313,0.893048128342246,0.17795478944764323
0.38357487922705313,0.8957219251336899,0.17792883218379896
0.3922705314009662,0.8957219251336899,0.17581647321523983
